tweet_id,customer_text,brand_response,human_final_intent,human_final_escalation,difficulty,reviewer_notes,human_verified
312175,@15293 @160285 @AppleSupport when are you gonna fix the issue with Pokémon GO plus and the bluetooth delay?,@190551 Hi there. Please meet us in DM and we'll gladly look into this with you. https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Complex,,True
1672241,"@AppleSupport my airdrop won’t work between my iMac and iPhone 8 Plus. My iPhone 6 works fine, but not this new phone.",@508959 Let's see what we can do about it. Does your iPhone 8 Plus have Personal Hotspot turned off in Settings &gt; Cellular?,connectivity_network_bluetooth,False,Complex,,True
1639001,@AppleSupport i connect my iPhone to my car via USB but with 11.0.3 my car is now an unauthorized accessory. What the f...?,@501169 We'd like to look into this further. Send us a DM to get started. https://t.co/GDrqU22YpT,connectivity_network_bluetooth,False,Complex,,True
120683,"My Apple Watch is still not connecting to Wi-Fi. Did everything: forgetting &amp; reconnecting iPhone Wi-Fi, shutting-off devices &amp; Bluetooth, repairing... Wi-Fi network is 2,4Ghz and 11b/g/n. Called French @AppleSupport. They were so lost I decided to get another coffee ☕️. Help?","@142833 We're happy to help. Just to make sure we understand, after trying all these steps, your Apple Watch still won't connect to Wi-Fi at all? What iPhone and iOS version do you have? DM us so we can gather additional information to assist you. https://t.co/GDrqU22YpT",connectivity_network_bluetooth,False,Complex,,True
148295,"hi, @AppleSupport how do i get rid of the syncing? symbol next to my wifi. it's been like this for months. https://t.co/9oZQ3nP7TH",@149741 Hi there. We're happy to look into this. Is that symbol there intermittently or constantly? Let us know in DM and we'll go from there. https://t.co/GDrqU22YpT,connectivity_network_bluetooth,False,Moderate,,True
1710649,"Hey, @AppleSupport, my iPhone 7 keeps respringing when trying to setup for the first time. Trying over both WiFi and iTunes, same problem.",@518224 We definitely want to get this corrected for you! What are you seeing on the screen when this happens? Do you get an error?,software_update_bugs,False,Complex,,True
1162144,@AppleSupport new iPhone X keeps randomly restarting. Already did a factory reset and reinstalled. Can’t make it through Apple Watch pairing,@393434 We're happy to help in any way we can. Please join us in DM where we can get into this issue. https://t.co/GDrqU22YpT,device_hardware_battery,True,Complex,,True
1349522,Im gonna need my phone to stop connecting to WiFi that isn’t there @AppleSupport,@434697 We'd like to help. Tell us a bit more about the issue you're experiencing with Wi-Fi. Which version of iOS is installed?,connectivity_network_bluetooth,False,Simple,,True
1990213,@AppleSupport Have a new iPhone 8 but GPS and Bluetooth aren’t working. Location services on. What are my next steps? Thanks!,@588995 We want to be sure you can use Bluetooth and GPS as you'd expect. What's happening specifically? DM us and let us know. https://t.co/GDrqU22YpT,connectivity_network_bluetooth,False,Complex,,True
617244,why is wifi not automatically connecting when i come home? which location service do i need to enable? @AppleSupport,@193129 It's important to have your device connecting to your network on its own. Let's look into this. Can you provide us which iOS is on your device? This can be located in Settings &gt; General &gt; About &gt; Version.,connectivity_network_bluetooth,False,Moderate,,True
1924492,"Hey @115858 @AppleSupport 
My Mac stopped working in 1 yr 2 mnths after repeatedly showing it to the service centre. 
Sent mail But No reply.",@572838 Hi there. We're here for you and happy to help. Send us a DM and let us know what's happening specifically. https://t.co/GDrqU22YpT,device_hardware_battery,True,Complex,,True
2295874,"@AppleSupport when I turn off the wifi it doesn’t really turn off, when you go to configurations it still on. What do I do? https://t.co/zsUuyWLaR1","@666614 That's how it's intended to work. In iOS 11, toggling Wi-Fi and Bluetooth in Control Center, your iPhone disconnects from Wi-Fi and Bluetooth accessories. For more information on Wi-Fi or Bluetooth in Control Center, check this out: https://t.co/G7BHuQnDS6",connectivity_network_bluetooth,False,Complex,,True
522061,Why won’t my iPhone stay connected to my WiFi? @AppleSupport,@159426 Let's look into what's going on with your Wi-Fi. DM us with which version of iOS are you running in Settings &gt; General &gt; About. https://t.co/GDrqU2kzhr,connectivity_network_bluetooth,False,Moderate,,True
2229470,MacOS 10.13.1 is full of bluetooth problems? any solutions? @115858 @AppleSupport,@650623 We'd love to help. Provide us with the details of the issue. We'll take it from there.,connectivity_network_bluetooth,False,Simple,,True
2083009,@AppleSupport my podcast won't flow through apple connect please help!,@616031 We'd be happy to point you in the right direction. Please DM us with more details and we'll go from there. https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Simple,,True
943603,When will @AppleSupport be fixing the #WiFi issues #keepsdroppingout #rubbishconnection #apple #iphone,@148528 We’d like to offer our support. Please DM us which device and version of iOS you’re using to begin.,connectivity_network_bluetooth,False,Simple,,True
1218398,Why?? I'm connected to WiFi and I tried on my mobile data... Wtf is wrong with @AppleSupport?? https://t.co/EknSNtu7VV,@405876 We can help with this update. Check out this article for steps to take for this error: https://t.co/Ui1yTnOCUz,software_update_bugs,False,Complex,,True
523837,@AppleSupport Hello - I'm having trouble with my iPhone 7. A black screen with the spinning wheel appears every 10-20 seconds and asks for my key code. I did a full factory reset and the problem still persists. My current iOS version is 11.1.2 (updated less than 24 hours ago).,@241078 We received your DM and will work with you there. You should see our reply shortly.,software_update_bugs,False,Complex,,True
611274,Why don’t my iPhone camera or flash work? Software issue? @AppleSupport,"@265337 We've received your DM, and we'll continue with you there. Be on the lookout for a response.",device_hardware_battery,False,Moderate,,True
883965,@AppleSupport When I add an ext display it takes over as the primary desktop. How do I keep my MacBook (late 2016 w/ TouchBar) as primary? https://t.co/FGNIZ1VFV9,@329911 We can help out with this. How are you connecting them?,app_thirdparty_behavior,False,Complex,,True
1497935,"@applesupport 11.1 battery Prior to the update, Youtube could run 9+ hours from full battery and I'd still have 30-40% remaining.",@467789 We'd be happy to look into this issue with you. Have you tried any troubleshooting yet? https://t.co/GDrqU22YpT,software_update_bugs,False,Complex,,True
2500892,"@AppleSupport My Daughter has an iPhone 6S which she updated and now can't use the front camera and the battery lasts an hour from full, what can she do. #gladigotridofmyiphone","@713430 We'd like to help. When using the camera is there a blank screen? If so, is this with the native Camera app or any that use the camera? We'd also like to look at some details for the battery. DM us and we'll continue. https://t.co/GDrqU22YpT",device_hardware_battery,True,Complex,,True
2302315,"@AppleSupport this new update is full of bugs. Apps crashing, unable to playback videos, significant battery drainage. FIX THIS SHIT!!!",@668123 We'll gladly assist in any way we can. Have you already updated to iOS 11.1.1?,software_update_bugs,False,Simple,,True
545201,"Uh oh... Wake up, try to use my #iPhoneX and every 10 seconds, it goes to the spinning wheel of death and then throws me back to the lock screen -Even after resetting. @AppleSupport #EarlyAdopterProblems😰😰","@246726  Thanks for contacting us. We would like to start by making sure your device is running the latest iOS, which is 11.2. 
First, back up your device: https://t.co/4f8hwT5to6
Then update via Settings &gt; General &gt; Software Update. Let us know if there are any changes.",software_update_bugs,False,Complex,,True
617349,@AppleSupport can you check the battery health of my iPhone,@266468 Thanks for reaching out! We’d be happy to help with your battery. Let us know what kind of issues you’re having with it in DM. We’ll continue working with you there. https://t.co/GDrqU22YpT,device_hardware_battery,False,Simple,,True
2894805,@AppleSupport my back camera only works on Snapchat. What do you recommend I do to resolve this nuisance?,@802241 We can help get your camera working as it should. Try the steps in this link here and DM us the results. https://t.co/r1DRfaFLIU https://t.co/GDrqU22YpT,device_hardware_battery,False,Simple,,True
719918,"@AppleSupport Hi guys, I upgraded to IOS 11.0 2 on an iPhone 6s and the battery drains in about 60 mins? Can you help?",@292297 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,software_update_bugs,False,Complex,,True
2355054,"@AppleSupport The display on the right side of my TouchBar appears to be broken. Touch works though. Anything I can try (reboot didn't work), or am I f-ed and do I need to get it repaired?","@680397 Let's take a closer look together as the screen is important on all of our devices. Which device model do you have and which OS version is installed?

Any other steps tried besides a restart?",device_hardware_battery,True,Complex,,True
2746113,"@AppleSupport Hi, I just switched from my iPhone 6S to an 6S Plus with iOS 11.1.2 and for some reason the ""Raise to Wake"" function has disappeared from the Display &amp; Brightness settings page. Please help!","@769020 Hi there, and thanks for reaching out to us today! We understand how important Raise to Wake is on your iPhone, and we're happy to help. Send us a DM and we'll take a closer look together there. https://t.co/GDrqU22YpT",software_update_bugs,False,Complex,,True
1926205,@AppleSupport @115858 @116333 this makes no sense....apple‘s apps are killing my battery! It is noon and im almost on 20% iPhone7 https://t.co/O3kui4KqNT,@573273 Let's look into this battery issue for you. How many hours does a full charge usually last? Let us know in DM. https://t.co/GDrqU22YpT,software_update_bugs,False,Complex,,True
1947285,"@AppleSupport fully charge iPod, remove from power source and the battery drops. iPod then just does this. https://t.co/d4UtxlBBsF",@578641 We'll be happy to look into this with you so you can get back to enjoying your iPod. DM us the iOS version installed here: https://t.co/GDrqU22YpT,device_hardware_battery,False,Complex,,True
321757,@AppleSupport when are you guys going to fix the appalling battery issues on iOS 11?,@192648 We know how important battery life is. Click here to meet with us in DM and we'll take it from there: https://t.co/GDrqU22YpT,software_update_bugs,False,Simple,,True
819866,@AppleSupport iOS 11.0.2 drains my battery so fast now...help!,"@315302 We'd love to help you with your battery life! Send us a DM, and we'll look into this together. https://t.co/GDrqU22YpT",device_hardware_battery,True,Simple,,True
2403728,"Hey @AppleSupport, whenever I try to lock my phone screen it’s doesn’t work, I talked to your support yesterday and it didn’t rectify my problem, send help pls",@691456 We'd love to help. Could you Direct Message us and let us know what iOS version you're using? https://t.co/GDrqU22YpT,software_update_bugs,False,Complex,,True
1858281,"Tweeps &amp; or @AppleSupport HELP! iPhone was charging, went to check it, Nothing, Black. Won't charge or turn on, about to go on a shoot ...",@555657 Try forcing it to start as shown here: https://t.co/o7nB3pXfMv Send us a DM to troubleshoot further if it doesn't come on. https://t.co/GDrqU22YpT,device_hardware_battery,True,Complex,,True
1068901,"@AppleSupport please help with this, I like to have Low Light on but it only covers half the screen since iOS11 https://t.co/RiSftWHPcB",@372241 Let's take a look into this together. Send us a DM and we will follow up with you there. https://t.co/GDrqU22YpT,software_update_bugs,False,Complex,,True
234640,Dear @AppleSupport since iOS11 my battery barely makes it 8 hrs of minimal use unless I'm in low power mode. Any update coming to fix this?,"@171870 We'd like to help as best we can. Are you running the most current version, iOS 11.0.2?",software_update_bugs,False,Simple,,True
1067830,@115858 @AppleSupport screen of my phone doesn’t go off during calls.This makes me touch the mute and FaceTime buttons during calls.Assist!,@371983 We know it's very important for the iPhone's screen to sleep while on calls. What iOS version is on the iPhone currently?,software_update_bugs,False,Complex,,True
2058091,@115858 @AppleSupport this is my iPhone 7. On speaker phone. Half the screen quits working. End the call? It goes back to normal. https://t.co/SUEaXsOi3W,"@249241 That is very unusual. We'd like to research your support options, so please DM your iOS version and the country you're in. https://t.co/GDrqU22YpT",device_hardware_battery,True,Complex,,True
872704,@AppleSupport why is my damn battery dying so quick.,@327187 You're in the right place to have this looked into. Let's meet up in DM and get going. https://t.co/GDrqU22YpT,device_hardware_battery,False,Moderate,,True
1991402,@AppleSupport IOS 11.03 battery drains quickly. I have 6S plus and wife has 6S.,"@167564 We'd love to help you with this. First, update to iOS 11.1, retest, and meet us in DM if the concerns persist here: https://t.co/GDrqU22YpT",software_update_bugs,False,Complex,,True
2311867,"#ios11 has completely ruined the iphone experience we got, always. Phone’s lagging more with utterly horrendous battery time. I feel bad being an iphone user feeling it better to use a Samsung S8
@AppleSupport @90501",@670457 We received your DM and we'll continue with you there shortly.,software_update_bugs,False,Complex,,True
2627801,I’m tired of this question mark/I️ problem @AppleSupport @115858,"@742191 iOS 11 was recently updated and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",app_thirdparty_behavior,False,Simple,,True
2903679,"Ok, just upgraded to MAC OS High Sierra and now NO Adobe programmes work...... Please help @AppleSupport @115858 #MAC #OS #HighSierra","@804170 We'll be happy to take a look at what's going with your Adobe apps on your Mac. Could you confirm via DM what type of Mac you're using, along with your specific version of macOS High Sierra? Additionally, let us know what happens when you try to use these apps. https://t.co/GDrqU22YpT",app_thirdparty_behavior,False,Complex,,True
2623967,"@AppleSupport anyone know how to save show notes of a podcast, including the links not just as plain text into Apple Name notes or Evernote?","@448492 You can copy paste the notes, however, that does not include the links. We'd love to get you feedback here: https://t.co/eTPVYVFyd8",app_thirdparty_behavior,False,Moderate,,True
613091,"@AppleSupport why, when I press the pause button on my apple earphones, does my iPhone 7 start playing from Apple Music instead of pausing the podcast I am listening to?","@265783 Let's look into this together. Send us a DM with the iOS version your iPhone is running, and we'll get started. https://t.co/GDrqU22YpT",audio_accessory_hardware,False,Complex,,True
1683521,See this shit @115858 @AppleSupport?! https://t.co/8SSi1BVlBd,@511719 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry_other,False,Simple,,True
2794406,Absolutely fuming alarm has not gone off the last 2 days and guess what iv been fuking late for work both days @AppleSupport sort it out I wanna keep my job #iphonealarm,"@779815 We understand your concern, and we want to help. In DM, please let us know the software version you're using on your iPhone. https://t.co/GDrqU22YpT",app_thirdparty_behavior,False,Complex,,True
1541061,"@AppleSupport m having issues activating my iPhone X ...it reads activation server unavailable , i tried doing it through iTunes as well",@467895  Thanks for reaching out to us here. Have you tried these steps yet? https://t.co/ywHIZGN4Ac,account_appleid_security,True,Simple,,True
2401549,@AppleSupport iPhone 96% to 0% in about 3 hours. New record.,@442248 We know how important battery life is. Join us in DM. We'll look into this there. Click here: https://t.co/GDrqU22YpT,device_hardware_battery,False,Simple,,True
2079658,@AppleSupport i have 2 sets of headphones where the right ear doesnt work. if i bring it to an Apple store will they exchange for new ones?,@615065 We'd like to look into this so we can provide you with the best information. Send us a DM and we'll work from there: https://t.co/GDrqU22YpT,audio_accessory_hardware,True,Simple,,True
2773170,@AppleSupport I need help with something real quick,@775092 We're happy to help however we can. Please let us know a bit more about what's going on and we'll go from there.,general_inquiry_other,False,Simple,,True
1617212,@AppleSupport @115858 excuse me can one of y’all explain this to me cause I’m getting real irritated 🤬 https://t.co/aK4zBy02qV,@495894 We're here to help. Follow the steps here: https://t.co/xXaXeeSRt9 DM us if you have questions. https://t.co/GDrqU22YpT,general_inquiry_other,False,Simple,,True
1645050,nothing shows up on this thing and my phone keeps crashing🤦🏼‍♂️ @AppleSupport https://t.co/YlDH3INSKB,"@502687 When you say that nothing shows up, do you mean that songs that you’re actively listening do not appear?",app_thirdparty_behavior,False,Complex,,True
388553,"@AppleSupport My husbands phone has updated itself when he said not to and now he has lost all his business contacts, any ideas what's up?","@207937 We'd be happy to look into this with you. Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",software_update_bugs,True,Complex,,True
1453881,@115858 @AppleSupport @457406 I have lost my iPhone SE today at 10:40 am. Please help to locate it. My phone's imei- __credit_card__,@457405 We'd be glad to see how we can help. Send us a DM please. Let us know the country you're in. https://t.co/GDrqU22YpT,account_appleid_security,True,Simple,,True
1641952,@AppleSupport  we need your help 💯😤 https://t.co/8Lg0qFGtqL,@501923 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry_other,False,Simple,,True
1779084,@AppleSupport how to I fix this,@324911 We'd like to help you out with any trouble that you're having. Please send us a DM with the details to begin. https://t.co/GDrqU22YpT,general_inquiry_other,False,Moderate,,True
1629814,Ummmmmm @AppleSupport WHY IS MY PHONE MESSING UP WHEN THE LETTER AFTER H IS TYPED,@498859 We'd like to help. Could you Direct Message us and let us know what version of the iOS you're on? https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Complex,,True
2446436,"@AppleSupport hey, so I keep trying to use my Apple Music app and it freezes or only the categories show but no albums but I’ve restarted my phone, deleted the app and it’s still causing problems. I just want to listen to TSwift","@127418 Let's help get your Apple Music playing again. Can you tell us which iPhone you're using, and the version of iOS installed in Settings &gt; General &gt; About?",app_thirdparty_behavior,False,Complex,,True
373659,@AppleSupport my gps hasn’t been working for weeks. How do I fix it? 🙃,@204547 We'd like to help. DM us with a bit more detail on what's going on and we'll go from there. https://t.co/GDrqU22YpT,connectivity_network_bluetooth,False,Moderate,,True
2059792,@AppleSupport are u serious https://t.co/tC68gT6bFE,@609190 Thanks for reaching out. Looks like Twitter is using more than half the battery. Please send us a DM &amp; we'll help you. https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Simple,,True
2374353,So my iPhone dies within 45 minutes to an hour after being fully charged. I️ don’t even have to be using it for a couple hours and I️t will go down at least 30%. @AppleSupport @115858 I️ only bought it 2 and a half years ago.,"@679925  We'd love to help with your battery concerns. Part of this is ensuring you are updated with the most updated version. An update has been released to assist with the autocorrect issue. If needed, back up your device frst. Send us a DM if you still see this behavior. https://t.co/GDrqU22YpT",device_hardware_battery,False,Complex,,True
2305477,@AppleSupport my fraternal twin is able to unlock my #iphoneX. What’s up with #FaceID? Any suggestions?,"@668887 We want to help you. DM us, and we can look into this. https://t.co/GDrqU22YpT",account_appleid_security,True,Simple,,True
1769364,@AppleSupport can you please explain why my iPhone is doing this?? https://t.co/s9108g9Oon,@531966 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,general_inquiry_other,False,Moderate,,True
1924498,@115858 @AppleSupport fix this problem I️ I️ I️ I️ I️ I️ I️ !!!!!,@572841 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,app_thirdparty_behavior,False,Simple,,True
1000152,I have the same question Kristi for AT&amp;T. It sounds like it might be an Apple issue. @117735 @AppleSupport https://t.co/UHM3RWZvFK,"@356787 Hi Martin! Plry activating your device again. If the issue persist, try these steps and DM the result: https://t.co/ywHIZGN4Ac https://t.co/GDrqU22YpT",account_appleid_security,True,Simple,,True
1589335,Why can’t I see the emojis after the update? @AppleSupport,@488717 Hey there! We'd like to lend a hand. Could you tell us which iPhone and iOS  version you're using?,app_thirdparty_behavior,False,Complex,,True
889112,@AppleSupport Why do things on my phone just stop working? cellular &amp; volume? iPhone 6 in perfect condition but funny its after the update 😒,@331084 We want your iPhone to be ready to work when you are. Could you let us know some more details on what you're seeing with these issues after the update?,app_thirdparty_behavior,False,Complex,,True
2008033,@AppleSupport this update is garb. Please help,@517927 We can help with your Apple products and services. Send us a DM with the details of what you're experiencing. https://t.co/GDrqU2kzhr,general_inquiry_other,False,Simple,,True
1298541,@AppleSupport Newly purchased Apogee Jam 96K not working with iPad Pro with IOS 11. Any fixes?,"@423477 Thanks for reaching out. To start, can you confirm the exact iOS 11 version you're using with your iPad Pro?",audio_accessory_hardware,False,Simple,,True
2070574,@AppleSupport restore from iCloud backup and poof! All my achievements gone. Sigh. https://t.co/mSgNVPnIaG,@612345 We'd like to hep with this. Did you restore from a recent backup or older one? DM us your reply to continue. https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Complex,,True
1192996,Hey @AppleSupport. What’s up with iOS 11 not locking our phone screens?,"@400323 Hi, are you referring to Auto-Lock, manually locking the iPhone or both? Is there a protective case or film on your iPhone?",software_update_bugs,False,Simple,,True
2410229,@AppleSupport after I updated to the last iOS my phone is getting hotter for no reason. Every update is worse and worse.,@692976 We know having a reliable iPhone is important and we'd like to work with you to find a solution. Can you tell us what iPhone model and iOS version you're using? Here's how to find it: https://t.co/ZTw54HL4Rm,device_hardware_battery,False,Complex,,True
2016017,@AppleSupport Why’d you drop the kill switch on the last update? #help,"@596166 Are you experiencing an issue with your device after updating? If so, send us a DM with more information. We'll meet you there. https://t.co/GDrqU22YpT",software_update_bugs,False,Moderate,,True
2341884,"@116333 Have been using apple products for 20 yrs, iOS 11.1.1 is a joke, full of bugs, locked out of my phone 1hr yesterday, Touch ID not working AGAIN! phone is a lifeline as I care for my elderly Mum, not good enough Tim @115858 @AppleSupport #disappointed","@677402 We know how important your iPhone is and want to take a closer look at the issues you're experiencing. Please DM us when the issues started, and what you've been able to do so far to keep things moving. https://t.co/GDrqU22YpT",software_update_bugs,False,Complex,,True
250729,@AppleSupport #iOS11 is it just me or anyone else facing the issue where the Bluetooth turns on automatically? #appleios11,@128696 We're here to help. Would you please tell us which iOS device are you using?,connectivity_network_bluetooth,False,Simple,,True
1598553,"Depois que atualizei meu iOS, o celular leva anos para carregar e a bateria acaba em dois piscar, como isso?? @AppleSupport @115858","@490978 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",software_update_bugs,False,Simple,,True
2008419,@AppleSupport new software update has my iPhone 7 no longer working? The iPhone 7 was purchased 6/26/17 🤔🤦‍♂️,@593891 What issues are you having with your iPhone 7? We would like to help.,software_update_bugs,False,Simple,,True
765621,@AppleSupport my sons ipad got a new update new he needs a 4 digit code he has never had 1 thow and i pad is blocked y ????,@302976 We want your son to have access to his iPad; we'll do all we can to help.  Is the 4-digit code for the lock screen or restrictions?,software_update_bugs,True,Complex,,True
1968213,@115858 @AppleSupport still no answer or update. My whole office is having trouble with their iPhones. 5s - 6s https://t.co/sGn1sO88qC,@409166 Let's discuss this together. Send us a DM and tell us if the performance is better on your home Wi-Fi network. https://t.co/GDrqU22YpT,connectivity_network_bluetooth,False,Simple,,True
2751539,"@AppleSupport can you PLEASE help me with my laptop, I have to constantly restart it just to use it, only to have it spaz out 5 minutes later https://t.co/imDxON3hGR",@770309 We're happy to help! We'd like to have you try an SMC reset. Here's how: https://t.co/FYojVXHuwn Join us in DM with the results. https://t.co/GDrqU22YpT,software_update_bugs,False,Complex,,True
538739,@AppleSupport I am using iphone 7 and bought it this february from atlanta store..latest ios upgrade killed it..!! becomes extremely hot and locks every 30 seconds while in use,@244911 That is certainly not the experience we want you to have. Let's continue in DM. https://t.co/GDrqU22YpT,software_update_bugs,True,Complex,,True
31474,"Ios 11.1 &amp; I can’t even turn off the wifi &amp; bluetooth from the control center!!

@115858 @AppleSupport",@122942 We can help. Here's a great article to clarify more about Wi-Fi &amp; Bluetooth in the Control Center: https://t.co/vzVz37YMv0,connectivity_network_bluetooth,False,Simple,,True
2287758,@AppleSupport Just realized the newest update deleted every song from my library unless I had purchased it. Why??? And how do I get all my music back that I moved off CDs?,@664683 We know how important it is to have access to your music. We'd like to help. Let's meet in DM. https://t.co/GDrqU22YpT,app_thirdparty_behavior,False,Complex,,True
621795,@AppleSupport hey can you help me with this issue I can’t update my phone https://t.co/VcVEzCi6Qf,@267563 Let’s get that updated for you. Check out the article here for help with over-the-air updates: https://t.co/Ui1yTo6dM7,software_update_bugs,False,Simple,,True
2690802,"@AppleSupport I just connected my iMac and MacBook via iCloud. If I save a file on my iMac, how long will the save take to update and appear on my MacBook?","@756454 We can help you with this. Your files upload to iCloud each time your device connects to the Internet. Depending on your Internet speed, the time it takes for you to see your files on your other devices might vary. https://t.co/GDrqU22YpT",software_update_bugs,False,Complex,,True
554904,@AppleSupport I got an update my repair is being shipped back to me but no tracking number listed. It needs a signature so I need to be home when it delivers but I don’t know when it’s arriving. Please to help? https://t.co/w0fIDGdYir,@249532 Thank you for contacting us today. Please send us a DM including which country you're in. We'll be glad to assist you further there. https://t.co/GDrqU22YpT,general_inquiry_other,False,Complex,,True
1170160,@AppleSupport I've got issues to update my mobile w/ new iOS version by iTunes. Is it posible to fix it without factory restoring it?,"@395229 We want to help. Yes, let's see what we can do first.  Are you getting an error message or code on iTunes?",software_update_bugs,False,Simple,,True
2833092,@AppleSupport Recently updated  iphone to iOS 11.1.2 which is lagging a lot.,@788711 We've received your DM and will continue there.,software_update_bugs,False,Simple,,True
792778,I’m losing all patience with this dumb ass phone with this damn update @AppleSupport 😾,@216652 We're happy to see how we can help. What's going on? Let us know in DM. https://t.co/GDrqU22YpT,software_update_bugs,False,Simple,,True
2299235,Anyone else have the issue where you start typing a long text and your phone malfunctions and closes the message app mid text w/o saving your text? @AppleSupport #iOS11 SUCKS.,"@570024 Hey, we can work with you to see what's going on with the Messages app. First, can you tell us the exact iOS version installed? Also, does restarting your iPhone make a difference?",app_thirdparty_behavior,False,Complex,,True
