tweet_id,author_id,created_at,customer_text,brand_response,primary_intent
784103,307136,Thu Oct 12 04:23:19 +0000 2017,.@115858 needs to step it up on the next update cuz my phone is running like shit &amp;&amp; dying faster than @34605 in Scream 4 🙄😡 @AppleSupport,@307136 Hi there. We'd like to help. Could you confirm which version of iOS you're running under Settings &gt; General &gt; About?,software_update_bugs
784116,307139,Sat Oct 07 20:58:56 +0000 2017,"Watch LTE, post patch and 1/2 the time I’m see the dreaded red X.  Ugh!First apple product I may return.  @307140 @AppleSupport",@307139 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT,audio_accessory_hardware
784122,307142,Sat Oct 07 20:54:52 +0000 2017,"Updated my iPhone and upon reboot, my entire library of music is gone. 🙃Good job @AppleSupport",@307142 We can help! Are you connected to Wi-Fi? Is iCloud Music Library on? You can check using these steps: https://t.co/9VQ9VywZJ2,general_inquiry_other
784149,307146,Sat Oct 07 20:43:15 +0000 2017,"@AppleSupport Just updated to iOS 11.0.2. Phone keeps freezing,locks while charging+listening to audio, brightness auto changing.",@307146 Thanks for contacting us. We will do our best to help out. Let's meet in DM. https://t.co/GDrqU22YpT,device_hardware_battery
784707,307257,Sat Oct 07 21:18:22 +0000 2017,"dear @applesupport your #ios11 is making me go through soft reset every 30 minutes. kindly, wtf?",@307257 We’d love to help. We've received your DM; look for our reply there.,software_update_bugs
784709,307258,Sat Oct 07 21:17:07 +0000 2017,@AppleSupport ios 11.0.2 has screwed up my iPhone 7. Phone keeps dimming itself; will not use my preferred ringtones; terrible!,@307258 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,software_update_bugs
785349,307394,Sat Oct 07 21:30:11 +0000 2017,"@AppleSupport the new update has so many bugs. My speaker doesn't work half the time, 4G icon is on but the internet is barely working?",@307394 Let's look into this. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,device_hardware_battery
787432,307831,Thu Oct 12 04:16:32 +0000 2017,@AppleSupport ever since the update I’ve had so many problems with my phone. How can this be fixed,"@307831 What model of iPhone is it? Also, what issues are you having? We'd love to help out.",software_update_bugs
787454,307839,Sat Oct 07 22:10:49 +0000 2017,"@AppleSupport when I open up my Mac Pro, the buttons don’t work. What should I do?",@307839 Hi there. We've received your DM and we'll continue to assist you from there.,general_inquiry_other
787881,307927,Sat Oct 07 22:30:56 +0000 2017,"@115858 @AppleSupport Your last couple updates have made my phone slower, messed up my autocorrect, &amp; screws up my apps. #IphoneTroubles 📱👎🏻",@307927 We're here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,general_inquiry_other
787913,307932,Sat Oct 07 22:11:17 +0000 2017,@AppleSupport I'm having troubles accessing my iTunes Library (I have sent to you a DM),@307932 Thanks for reaching out. We've received your DM and look forward to working together with you there.,general_inquiry_other
788357,308029,Thu Oct 12 03:59:48 +0000 2017,Look at this bug. This is after 11.0.3 update! @AppleSupport @291582 @34590 https://t.co/oAwEHqco47,@308029 Thank you for reaching out to us. Do you notice this with notifications for all apps or just from this one shown?,software_update_bugs
788421,308035,Sat Oct 07 22:44:30 +0000 2017,@AppleSupport why does do not disturb turns on while I’m running?,@308035 We'd like to look into this with you. What kind of device do you have? What version of the software is on the device?,general_inquiry_other
788426,308037,Sat Oct 07 22:40:21 +0000 2017,Ever since I downloaded #iOS11 my battery on my 7 plus is 🚮 @115858 @AppleSupport,@308037 Let's get to the bottom of this. Meet up with us in DM to get started https://t.co/GDrqU22YpT,device_hardware_battery
788842,308111,Thu Oct 12 04:02:45 +0000 2017,@AppleSupport this update severely ruined my phone. Help me fix it I am angry.,@308111 We want to help. Reach out to us in DM and let us know what's happening. https://t.co/GDrqU22YpT,software_update_bugs
788864,308116,Thu Oct 12 04:00:05 +0000 2017,"Hey @AppleSupport 
Ur assistance in this would be great. Noticed since iOS11 now on iOS11.0.3 &amp; iPhone 6S+.Deleting app doesn’t do anything. https://t.co/nptuK30gw7",@308116 Thank you for reaching out. Do the apps remove after a restart? Do the apps still show on the home screen after deleting?,software_update_bugs
789389,308249,Sat Oct 07 23:19:09 +0000 2017,"Dear @AppleSupport, in occasion, mail locks up. Cursor will not move past a word. Can delete word, retype. Nothing else.",@308249 Thanks for reaching out. What device is this issue occurring on?,general_inquiry_other
789392,308250,Sat Oct 07 22:55:24 +0000 2017,"Anyone else having major issues with iOS 11?! Screen goes black on WhatsApp, internet disconnects and apps keep crashing?!🤷🏽‍♂️@AppleSupport",@308250 We'd like to help. DM us which iOS 11 version you're on. https://t.co/GDrqU22YpT,device_hardware_battery
789968,308382,Sat Oct 07 23:24:06 +0000 2017,@AppleSupport and that was me asking them what’s the fastest? Mail or store?,@308382 Let's help take a look into any available options. Please reach out to us in DM and we can go from there. https://t.co/GDrqU22YpT,general_inquiry_other
790251,308441,Thu Oct 12 03:21:15 +0000 2017,@AppleSupport the new OS did not fix the issues with the 6 screen sensitivity.,@308441 Send us a DM and we'll look into this together. https://t.co/GDrqU22YpT,device_hardware_battery
790664,308539,Thu Oct 12 03:38:04 +0000 2017,@AppleSupport just bought a 7 Plus and it keeps completely freezing at least 3x per day. Troubleshooting tips?,@308539 Congrats on your new device! We'd be happy to work with you on this. Can you provide us the iOS version you're currently using?,general_inquiry_other
790676,139911,Thu Oct 12 03:27:12 +0000 2017,COOL MY @115858 WATCH QUIT WORKING AFTER A WEEK. AWESOME. @AppleSupport,@139911 We are here to help. DM us which Apple Watch you have and we can take a look at this. https://t.co/GDrqU22YpT,audio_accessory_hardware
790678,308541,Thu Oct 12 03:27:16 +0000 2017,@AppleSupport Battery is draining like 2% every minute even when it is in charging in IOS11. Iphone 6 here. Need immediate action on this.,@308541 We'd be happy to help you out with this. Send us a DM letting us know which iOS version you have. https://t.co/GDrqU22YpT,device_hardware_battery
790691,308545,Thu Oct 12 03:23:39 +0000 2017,"@AppleSupport With iOS 11, I understand that you've changed the format for images from .jpg to .heic which means I can't download to a pc?","@308545 Check out: https://t.co/KSr0Br9YuG, it explains how to download photos directly to your PC. Questions? Let us know.",software_update_bugs
790694,308546,Thu Oct 12 03:27:19 +0000 2017,@AppleSupport why did iOS 11 ruin my phone,@308546 We'd like to look into what's going on. Can you tell us more about what's happening on your phone?,software_update_bugs
790696,184331,Thu Oct 12 07:20:42 +0000 2017,@applesupport WatchOS4 on my Apple Watch Series 2 Nike+ is *much* more prone to accidental input.,@184331 Thanks for reaching out to us for your Watch. Please send us a DM and we can assist further. https://t.co/GDrqU22YpT,audio_accessory_hardware
790804,308579,Thu Oct 12 03:29:57 +0000 2017,@AppleSupport what are the restrictions on the iPhone 8 and water exposure?,@308579 We're glad to help answer your question. You can find the answer to your question here: https://t.co/R8zHAfA0po,general_inquiry_other
791587,308749,Thu Oct 12 05:18:42 +0000 2017,Omg ever since iOS 11 came out my phone has been mind numbingly slow!!! It freezes at least 7 times a day @AppleSupport @115858,@308749 Having your iPhone work as you expect is important. Let's pair up in DM to get a closer look at this. https://t.co/GDrqU22YpT,software_update_bugs
791608,308754,Thu Oct 12 04:03:00 +0000 2017,Why tho @115858 @AppleSupport https://t.co/GBrgZcB5zC,@308754 We'll be glad to help. System is the Settings and other system data. More info is here: https://t.co/5ayf2TNpAr,general_inquiry_other
791612,308755,Thu Oct 12 04:05:02 +0000 2017,@AppleSupport why isn’t my phone connecting to any WiFi now 🤔🙄😒,@308755 We want to get your connection back. Which iPhone and iOS version are you using?,connectivity_network_bluetooth
791615,308756,Thu Oct 12 04:28:41 +0000 2017,@AppleSupport hola tengo problemas con safari,@308756 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,general_inquiry_other
791619,308758,Thu Oct 12 04:29:57 +0000 2017,@AppleSupport My phone has been stuck on the white update screen for an hour and its getting really hot.,@308758 Is the iPhone still stuck on the updating screen? Let us know and we'll help out.,device_hardware_battery
791624,169453,Thu Oct 12 03:50:55 +0000 2017,@AppleSupport why is there no way to disable stickers in imessage for the iPhone on iOS 11? i don’t use stickers and it slows things down,"@169453 Apple welcomes and appreciates product feedback, please submit it here: https://t.co/ODFtc9V7Tq",software_update_bugs
792127,308881,Thu Oct 12 05:31:05 +0000 2017,@AppleSupport I’m going to downgrade and go back to iOS 10. Even after today’s update my screen is freezing and I can’t send a photo at all,@308881 We can help out. Could you Direct Message us and let us know what country you're located in? https://t.co/GDrqU22YpT,device_hardware_battery
792129,308882,Thu Oct 12 05:49:09 +0000 2017,"Tried to get help #100320576258, but I’m done waiting for recall. And I can’t select another time on getsupport @AppleSupport",@308882 Meet up with us in DM at the link below. We can take a look at helping. https://t.co/GDrqU22YpT,general_inquiry_other
792131,308883,Thu Oct 12 05:27:27 +0000 2017,Let's be honest @AppleSupport @115858 you've got way more than this to fix in iOS 11. My 7plus is mostly useless now. https://t.co/LNTIVjjpAZ,@308883 We're anxious to hear what issues you're experiencing with iOS 11.0.3. DM us and we'll get started. https://t.co/GDrqU22YpT,software_update_bugs
792133,308884,Thu Oct 12 04:43:24 +0000 2017,@AppleSupport Apple TV v2. How/where do I enter the code from my trusted device? No option on ATV or on trusted device. https://t.co/WJmioXRrdd,@308884 Thanks for reaching out. We have Apple TV experts available to help out who can be reached here: https://t.co/IBIY3vMgPj,general_inquiry_other
792138,137326,Thu Oct 12 05:26:40 +0000 2017,the new software update makes the flashlight lag. why though @AppleSupport,@137326 Is the flashlight taking longer to turn on? Let us know and we'll help out.,software_update_bugs
792143,308886,Thu Oct 12 11:44:39 +0000 2017,Any #macOS nerds out there? Why is my MacBook Pro mounting all these non-existent drives? @AppleSupport https://t.co/aSMNwYq1sb,"@308886 Hey there, Josh! Welcome aboard. Are these file sources for Lightroom? Send us a DM, let us know. https://t.co/GDrqU22YpT",audio_accessory_hardware
792147,308887,Thu Oct 12 05:18:41 +0000 2017,"@115858 @AppleSupport Facing notification issue on iPhone 7 after downloading iOS 11. Service station in Gurgaon, India doesn’t answer calls😡",@308887 We're here to help. Tell us more about the issue you're having with your iPhone 7.,software_update_bugs
792151,308888,Thu Oct 12 04:48:19 +0000 2017,This new update is effectively slowing down my phone @AppleSupport #MissionAccomplished,@308888 We'd like to hear more about what's going on. Are you noticing this issue with any apps in particular?,software_update_bugs
792154,308889,Thu Oct 12 05:10:13 +0000 2017,These kernel panics are pissing me off. @AppleSupport can I send you some Panic Logs?,@308889 We're anxious to determine what's going on. Please shoot us a DM and we can get started. https://t.co/GDrqU22YpT,general_inquiry_other
792400,160622,Sun Oct 08 00:33:53 +0000 2017,"@AppleSupport is there any official way to force the iPhone 7 (not plus) into landscape on the home screen,",@160622 Home screen rotation is only available on the Plus iPhones. This article talks about it a bit https://t.co/42YQu2SoDY,device_hardware_battery
792757,309037,Thu Oct 12 07:00:20 +0000 2017,#iOS11 bug 2 @AppleSupport - All notifications on #AppleWatch have blank / placeholder icons https://t.co/njZ8U2vbXO,"@309037 Hey, let's look into both of these together. Send us a DM and we'll work together from there. https://t.co/GDrqU22YpT",software_update_bugs
792760,309038,Thu Oct 12 06:38:05 +0000 2017,"@AppleSupport ever since I updated my iPhone 6, my calendar app has not worked properly and my alarm has been glitching out https://t.co/XG8bza9frz","@309038 We're glad you reached out. Let's look into both issues to see what's going on. First, what's the exact iOS version?",general_inquiry_other
792766,309041,Thu Oct 12 09:04:06 +0000 2017,@AppleSupport iPhone is heating like flame after 20 minute use and battery lasts only 1 hour after full charge.What a stupid iOS 11,"@309041 We have received your DM, and we'll continue working with you there. https://t.co/GDrqU22YpT",device_hardware_battery
792769,159401,Thu Oct 12 06:33:22 +0000 2017,@AppleSupport I can’t seem to change my push notifications for my emails. The option to do this is no longer their in settings? 🤔,"@159401 We'd love to help. You can change mail notifications under Settings 
&gt; Notifications. More info is here: https://t.co/E7sMv2aXe6",general_inquiry_other
792778,216652,Thu Oct 12 06:18:24 +0000 2017,I’m losing all patience with this dumb ass phone with this damn update @AppleSupport 😾,@216652 We're happy to see how we can help. What's going on? Let us know in DM. https://t.co/GDrqU22YpT,software_update_bugs
792912,309066,Sun Oct 08 00:46:32 +0000 2017,"@AppleSupport ei, não estou conseguindo baixar nenhum aplicativo. O que está acontecendo?","@309066 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",general_inquiry_other
792917,309068,Sun Oct 08 00:48:10 +0000 2017,"just had my macbook open, shut it, went to pee and opened it and it fucking cracked what is this SHIT @AppleSupport",@309068 We'd be happy to help look at service options for this issue. Please DM us. https://t.co/GDrqU22YpT,audio_accessory_hardware
792919,201081,Sun Oct 08 00:45:41 +0000 2017,@AppleSupport wtf is going on w/gif on texts????,@201081 Thanks for reaching out to Apple Support. Could you tell us a little more about the GIFs in messages?,general_inquiry_other
793292,309160,Sun Oct 08 00:56:35 +0000 2017,@AppleSupport this new iOS 11 update is literally trash. I can’t even download apps anymore?? Apple get your programming together!#Triggered,@309160 Hi there. What happens when you attempt to download apps? DM us: https://t.co/GDrqU22YpT,software_update_bugs
793410,309177,Thu Oct 12 07:53:32 +0000 2017,"#ThursdayThoughts @AppleSupport @115858 since last ios update, my phone has gone slow, freezes as crashes. Battery evaporates in hours 👎🏻👎🏻👎🏻",@309177 That shouldn't be happening. Let us help out. Tell us which iPhone and iOS version you have via DM. https://t.co/GDrqU22YpT,device_hardware_battery
793413,309178,Thu Oct 12 07:10:41 +0000 2017,Dear @AppleSupport my phone freezes at least 20 times a day. Updating to iOS 11.0.3 did not fix the issue. What’s going on?? iPhone 7 btw,@309178 Please send us a DM and let us know the country you're in. https://t.co/GDrqU22YpT,software_update_bugs
793711,309265,Sun Oct 08 01:10:54 +0000 2017,"@AppleSupport WatchOS 4, Time Travel is broken on the fitness ring watch face. #BugReport","@309265 Let's see what we can find. Meet up with us in DM to continue, please. https://t.co/GDrqU22YpT",audio_accessory_hardware
793713,202281,Sun Oct 08 01:10:46 +0000 2017,"@AppleSupport This new operating system is killing my battery and has slowed down performance considerably. You need a fix, fast!",@202281 We'd like to help. What version of iOS 11 are you currently running? Let us know in DM. https://t.co/GDrqU22YpT,device_hardware_battery
793715,309266,Sun Oct 08 01:08:00 +0000 2017,@AppleSupport yo wtf why is my apple recovery phone number not MY number???? how can i recover my account now?? lol??????????????????,@309266 We got your DM and will follow up with you there.,account_appleid_security
793717,309267,Sun Oct 08 00:57:07 +0000 2017,@AppleSupport @115858 iMessage has some issues cuz it make some messages disappear randomly,@309267 We'd like to help find the best solution. What iOS version are you on? Let us know via DM. https://t.co/GDrqU22YpT,general_inquiry_other
793719,309268,Sun Oct 08 00:56:35 +0000 2017,My phone's been acting up since the announcement for the iPhone 8. @AppleSupport you ain't slick,"@309268 We'd love to help out. What's going on with your iPhone? Also, what's the iOS version? DM us. https://t.co/GDrqU22YpT",general_inquiry_other
793953,309304,Thu Oct 12 08:07:09 +0000 2017,@AppleSupport Can i adjust the playback speed of any content i play on the latest Apple TV? :-),@309304 We want you to enjoy your Apple TV. We'll help. Connect with our Apple TV team to get started: https://t.co/IBIY3vMgPj,general_inquiry_other
793958,309306,Thu Oct 12 09:24:40 +0000 2017,11.0.3 is suck. All my app get crashed. @AppleSupport,@309306 We'd be happy to look into what's going on. Which device are you using?,general_inquiry_other
793961,133280,Thu Oct 12 09:09:50 +0000 2017,Hat noch jemand WiFi Probleme unter iOS 11? Mein iPad behauptet Regelmäßig es gibt kein Internet. #iOS11 #wifi @AppleSupport,@133280 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,software_update_bugs
793986,309314,Thu Oct 12 08:30:07 +0000 2017,@AppleSupport i though iOS 11.0.3 should fix bugs? I never received issues until now!! Fix it!!,"@309314 Thanks for reaching out. We'd like to help! Send us a DM, and we'll get started.",software_update_bugs
793992,226929,Thu Oct 12 08:11:30 +0000 2017,"@AppleSupport i think u must grow enough responsible to reply , i do not expect this from you . Disappointed Sir @116333  #nottoIphone https://t.co/JBc6lwdONM",@226929 We want to look into what's going on with Touch ID. DM us which iPhone you have to get started. https://t.co/GDrqU22YpT,general_inquiry_other
793996,309317,Thu Oct 12 07:29:41 +0000 2017,@AppleSupport have had a text from you saying my purchase will be delivered by 16/10 then an email saying it will be on 20/10-not the best?,@309317 Our Sales Support is in the best position to assist and can be contacted from here: https://t.co/8yjRd2eYRQ,billing_subscriptions_refunds
794000,309318,Thu Oct 12 08:12:12 +0000 2017,@AppleSupport  hey apple your ios 11 is full on bugs when  open youtube so my screen tilt like show in this pic #youareduffer #bc https://t.co/u4YM0PZOWX,@309318 Let's get this sorted out. Are you using the YouTube app or visiting YouTube via Safari? What iOS 11 version is installed?,device_hardware_battery
794008,309320,Thu Oct 12 08:03:53 +0000 2017,"3/3replacement arrived last week so I handed @115858 @AppleSupport my mac &amp;I havent seen it since
called but they dont know when itll be done",@309320 We want to check this out. Send us a DM and we will go from there. https://t.co/GDrqU22YpT,general_inquiry_other
794010,250825,Thu Oct 12 08:06:11 +0000 2017,"@AppleSupport iOS 11.0.3 has made my iPhone 7 Plus battery even worse, despite a wipe &amp; restore. What’s going on!?",@250825 We'd love to look into this with you. DM us by clicking on the link below and we'll continue there. https://t.co/GDrqU22YpT,device_hardware_battery
794096,309348,Sun Oct 08 01:19:39 +0000 2017,Con iOS 11.02 ya no se están generando las notificaciones de las apps. Sólo después de abrirlas manualmente @AppleSupport,@309348 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,software_update_bugs
794462,309426,Sun Oct 08 01:31:23 +0000 2017,@AppleSupport @115858 what’s the story with HDMI lightning adapters and iOS 11? many experiencing the same problem as me: no video only audio,@309426 Let's see what we can find. What device and function are you experiencing this issue with?,software_update_bugs
794535,309441,Thu Oct 12 10:09:14 +0000 2017,"@AppleSupport hello I need help with something, I lost my iPhone, i just got a message it was found but not its not on my iCloud
pls DM!!",@309441 We are here to help. DM us the details of your issue and we can take a look at this. https://t.co/GDrqU22YpT,account_appleid_security
794537,309442,Thu Oct 12 09:39:17 +0000 2017,@AppleSupport my updated my Iphone6+ to #ios11.0.2 and it slows down bgtym icludng the batLyf drains fast.Pls help me fix this.,@309442 We want to help. Let's continue in DM. https://t.co/GDrqU22YpT,software_update_bugs
794540,309443,Thu Oct 12 09:36:37 +0000 2017,Why the text messages on my iPhone do not appear in chronological order? @AppleSupport,@309443 Let's look into your Messages together! Which iPhone do you have &amp; what version of iOS is installed currently?,general_inquiry_other
794564,192396,Thu Oct 12 09:37:38 +0000 2017,@AppleSupport hi. My husbands camera stoppee working since latest ios update. He has iphone 6.,@192396 We know how important the camera is. We'll help. What happens when he tries to use it? Is the front-facing camera effected?,device_hardware_battery
794568,309447,Thu Oct 12 09:00:26 +0000 2017,@AppleSupport @118101  not sure whos to blame for my phones erratic behaviour but please can someone sort it thought it was just mine but my sons is the same,@309447 We're here for you. DM us and tell us more about the issues you're having. https://t.co/GDrqU22YpT,general_inquiry_other
794572,309448,Thu Oct 12 09:42:03 +0000 2017,"@AppleSupport hello, can you dm I have a question",@309448 We look forward to hearing from you in DM. Use the link below to reach us and we'll continue there. https://t.co/GDrqU22YpT,general_inquiry_other
794575,309449,Thu Oct 12 09:39:40 +0000 2017,@115858 @AppleSupport when will the patch for Battery Drainage for iOS 11 be released? This year? Next year? Hating the iOS experience.,"@309449 We know how important battery life is, and we'd like to help. Send us a DM, and we'll get started. https://t.co/GDrqU22YpT",device_hardware_battery
794578,309450,Thu Oct 12 10:00:13 +0000 2017,"@AppleSupport there is an issue with iOS11 ,whenever I switch on data on my iPhone 7 the internet just doesn’t work .Only upon restart works",@309450 Let's take a closer look to see what's going on. Does this only happen while connected to cellular data and not Wi-Fi?,software_update_bugs
794597,309454,Thu Oct 12 09:54:05 +0000 2017,"@AppleSupport yo, my apple watch face keeps popping off, and tricks how to fix this?",@309454 We'd be happy to help out. Would you tell us a bit more about what's happening via DM? https://t.co/GDrqU22YpT,audio_accessory_hardware
794601,278600,Thu Oct 12 09:58:43 +0000 2017,"hey @AppleSupport - ever since i've upgraded my 7+ to iOS 11 i'm loosing my mind with it. It randomly reboots,exits apps,crashes apps etc.!",@278600 We're here to help. Please meet us in DM and we'll take a look at this with you. https://t.co/GDrqU22YpT,software_update_bugs
794625,309456,Thu Oct 12 09:23:37 +0000 2017,"What is this @115858 @AppleSupport? iPhone 7 Plus, iOS 11.0.2!!! Really, funny 😁 https://t.co/kSYp3ikdgZ",@309456 It looks like Orientation Lock is on. Read more here: https://t.co/42YQu2SoDY,software_update_bugs
794630,221844,Thu Oct 12 09:25:25 +0000 2017,"Help, anyone know what the ‘Waiting for activation’ under iMessage means? @115858 @AppleSupport https://t.co/NqB7KctzXk",@221844 We can shed some light on that for you.  Take a look here for more information. https://t.co/jhvYu3nzpA,general_inquiry_other
795232,309594,Thu Oct 12 11:04:54 +0000 2017,@AppleSupport my screen lock is definitely on but it keeps rotating! Help!,@309594 Let's check it out. Which device does this occur with? Which iOS version is running in Settings &gt; General &gt; About?,device_hardware_battery
795239,309597,Thu Oct 12 10:47:27 +0000 2017,@AppleSupport part 2.  with no case!! it slides off and hits the floor. WITH NO CASE. I want my money back and now I need to find the recipe,@309597 Thanks for reaching out to let us know. Send us a DM so we can look into your options with you. https://t.co/GDrqU22YpT,billing_subscriptions_refunds
795244,309600,Thu Oct 12 10:42:43 +0000 2017,"Hi @AppleSupport is there any way to uninstall and go back to the old iOS? This one is awful and constantly freezes. It makes me want to throw my phone through your shop window, which I would if I could unattach it from the charger for an hour without it dying.",@309600 Were glad to help. You can't go back to a previous iOS version. Please let us know what iOS version you are using.,software_update_bugs
795248,122818,Thu Oct 12 10:58:12 +0000 2017,@115858 @AppleSupport pls sort #ios11 notifications screen. Time date and music ctrl in way of notifications. Not good.,@122818 We want to hear more about the issue you're experiencing. Are the screens overlapping one another?,device_hardware_battery
795251,309601,Thu Oct 12 10:58:43 +0000 2017,"When I open the camera app on my 6s. Please fix, @AppleSupport https://t.co/smUMqK2eRT","@309601 Hey, there. Let's work together this get this resolved. Does restarting your iPhone help? Also, what's the iOS version?",device_hardware_battery
795254,309602,Thu Oct 12 10:10:31 +0000 2017,4 updates in and I still can’t see/control what I’m listening to on my lock screen. @AppleSupport https://t.co/RUxwRVRPJS,@309602 We want to help. Reach out via DM and let us know what version of iOS you're using. https://t.co/GDrqU22YpT,device_hardware_battery
795256,309603,Thu Oct 12 10:58:56 +0000 2017,"@AppleSupport when my iPod tells me it’s at 20% I plug it in to charge, when I do that it says it’s at anywhere from 40-80%",@309603 We can take a look in to this with you. What type of iPod do you have and which iOS is currently installed on it?,device_hardware_battery
795259,309604,Thu Oct 12 10:38:12 +0000 2017,"@AppleSupport Is there a way to turn off not getting notifications while driving? I’m on a train, not driving",@309604 You can. Check this link for all you need to know on the Do Not Disturb while driving feature: https://t.co/QstFp9c5ZE,general_inquiry_other
795266,309607,Thu Oct 12 10:23:39 +0000 2017,"@AppleSupport: #apple cannot Support it’s #MacBookPro battery replacement, it should shut down the whole program to sort it out. Ridiculous!",@309607 We’ve received your DM and will continue working with you there.,device_hardware_battery
795268,309608,Thu Oct 12 10:38:57 +0000 2017,"@AppleSupport bjr, j’ai renversé de l’eau et des huiles essentielles sur mon clavier de Mac et il s’allume plus, il est mort ou y’a espoir ?",@309608 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,general_inquiry_other
795270,309609,Thu Oct 12 10:06:42 +0000 2017,@AppleSupport is there issues with iMessage?,@309609 Are you having issues with iMessages? Let us know what's wrong and we'll help out.,general_inquiry_other
795273,153211,Thu Oct 12 10:18:02 +0000 2017,Hello @AppleSupport - is there a page I can check what features of my new beats studio3 wireless aren’t available under iOS 10? https://t.co/NqFjTsVjxC,@153211 Great question. The Beats Studio3 Wireless are compatible with iOS 10 and later. This link has more info: https://t.co/LFZ9JzZGN1,software_update_bugs
795278,309610,Thu Oct 12 09:28:33 +0000 2017,@AppleSupport what’s wrong with app switcher in iOS 11.0.3? https://t.co/gxSddxJka1,@309610 Can you tell us more about what's going on with your App Switcher? We want to be positive we understand what you're seeing.,software_update_bugs
795418,309648,Sun Oct 08 02:32:16 +0000 2017,Transparency Bug ios 10.3.3 @AppleSupport https://t.co/MeD86GzwX5,@309648 Thanks for reaching out. Which Apple device are you using? Can you please reply in DM? https://t.co/GDrqU22YpT,software_update_bugs
795420,309649,Sun Oct 08 02:33:18 +0000 2017,"Hey @115858 / @AppleSupport, iOS11 has been draining my battery more quickly now than ever. Huhu I miss iOS10. Please. Fix. This. 😔",@309649 We'd like to help. Please send us a DM so we can gather some info and get started on this with you. https://t.co/GDrqU22YpT,device_hardware_battery
795422,309650,Sun Oct 08 02:33:49 +0000 2017,@AppleSupport I’m editing the date in Photos in Mac OS High Sierra but the date I’m entering isn’t saving &amp; it’s generating some random date,@309650 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,general_inquiry_other
795449,309656,Sun Oct 08 02:12:55 +0000 2017,"@AppleSupport my phone is sitting still on the carpet, no it isn’t a magic carpet either. Do I look like Aladdin? https://t.co/zPCV9A325V",@309656 Let's help take a closer look. Please DM us and we can go from there. https://t.co/GDrqU22YpT,general_inquiry_other
795451,309657,Sun Oct 08 02:28:02 +0000 2017,"@AppleSupport Keyboard Disappears, leaves gap. got many similarbugs.Screen doesnt move automatically on new msgs in hike.Ios11.0.1 Iphone6s+ https://t.co/FIoz3NwwYq",@309657 Does this only happen in certain apps? Let us know in a DM. https://t.co/GDrqU22YpT,device_hardware_battery
795680,268472,Thu Sep 21 03:51:45 +0000 2017,When @115948’s radio doesn’t work on your Mac anymore. 🙃 @AppleSupport,"@268472 We want you to be able to enjoy iTunes, and we'll do all we can to help. How exactly is Apple Music Radio not working?",general_inquiry_other
795769,309734,Thu Oct 12 12:25:56 +0000 2017,Não to conseguindo baixar nem atualizar nada na App Store 🙄 @AppleSupport,"@309734 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt",billing_subscriptions_refunds
795774,309736,Thu Oct 12 11:46:50 +0000 2017,@AppleSupport WTF are u guys doing with my iPhone 5s?,@309736 Thanks for the update. Please DM the iOS version you're running &amp; country. We'll check your support options and continue there.,general_inquiry_other
795776,309737,Thu Oct 12 11:59:51 +0000 2017,"@AppleSupport Disable, or allow me to disable, automatic #Bluetooth radio activation or I’m done with #iphone and #ipad.","@309737 We've got you. To turn off Bluetooth, go to Settings &gt; Bluetooth and toggle it off.",connectivity_network_bluetooth
795791,258338,Thu Oct 12 11:52:55 +0000 2017,"@AppleSupport since updating to #ios11, battery life has never been so bad.",@258338 Tell us what you're experiencing and we'll work on it together. Which iPhone model do you have? How long does battery last?,device_hardware_battery
795795,309742,Thu Oct 12 11:47:32 +0000 2017,The frequency at which I sometimes have to delete and reinstall @AppleSupport Watch apps to restore complication functionality is unsettling,@309742 Sounds like it. We want to help! Which Apple Watch and watchOS are you using? Which apps are causing issues?,software_update_bugs
795813,309747,Thu Oct 12 11:40:39 +0000 2017,@AppleSupport Any idea why I can’t re order my playlists on Apple Music in ios11? https://t.co/nsUseyS0Lf,@309747 Thank you for reaching out. Let’s look into this together. Does this persist after a restart?,software_update_bugs
795822,309749,Thu Oct 12 11:28:39 +0000 2017,@AppleSupport why is Apple Music so intermittent. I can’t stream music while on the move.,@309749 This isn't how it should be. DM us where you're located &amp; we'll go from there. https://t.co/GDrqU22YpT,general_inquiry_other
795827,309751,Thu Oct 12 11:36:29 +0000 2017,@AppleSupport  can u guys help and tell me what this is? it seemed to be taking up my phone data and i dont know what app it is? https://t.co/C3LSgCC9vx,"@309751 Hey there, thanks for reaching out. Let's meet in DM to continue. https://t.co/GDrqU22YpT",general_inquiry_other
